,Transaction_id,customer_id,Date,Product,Gender,Device_Type,Category,Customer_Login_type,Delivery_Type,Quantity,Amount US$,Individual_Price_US$
541,49087,1569570701,11/26/2013,Shirt,Male,Web,clothing,Member,one-day deliver,18,7846,436
542,49106,1517219436,11/27/2013,Shirt,Male,Web,clothing,Member,one-day deliver,19,1000,53
543,49233,1788046129,11/27/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,395,22
544,49303,1566014658,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,4340,310
545,49364,1445911106,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,20792,1599
546,49367,1522310493,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,2190,122
547,49481,1682652504,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,0,0
548,49509,2159166865,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,4274,225
549,49555,1289796448,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,5972,332
550,49604,1906998356,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,1499,68
551,49652,1506467524,11/27/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,0,0
552,49687,1912649370,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,599,26
553,49762,1712633375,11/27/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,2754,172
554,49957,1936515280,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,638,35
555,49958,2217479367,11/27/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,349,21
556,50025,1384488552,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,0,0
557,50081,2222082501,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,7204,600
558,50146,2271332417,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,5500,289
559,50182,1636906592,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,665,39
560,50231,1816330906,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,999,59
561,50237,1477810942,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,10800,568
562,50349,1775534677,11/28/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,1200,71
563,50410,1870128727,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,2889,181
564,50425,2115287580,11/28/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,659,30
565,50437,1635049062,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,13030,567
566,50439,1732048430,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0
567,50457,2176345218,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,10942,497
568,50510,1582879941,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,0,0
569,50592,1311575340,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,1015,44
570,50745,2065313060,11/28/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,2004,118
571,50748,2112631544,11/28/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,1999,105
572,50763,2117480666,11/28/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,13999,700
573,50895,1168073452,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,3194,188
574,50923,1417228116,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,15999,941
575,50997,1419943841,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,8450,563
576,51101,2039651501,11/29/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,29999,1667
577,51115,1723540447,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,298,25
578,51161,2288793864,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,6490,464
579,51205,1670946537,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,3500,206
580,51283,2253199229,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,2500,147
581,51299,1921216195,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,1245,73
582,51308,1596275814,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,1000,56
583,51398,2287137346,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,1250,74
584,51413,1177376512,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,2000,87
585,51414,1911234733,11/29/2013,Jean,Female,Web,Clothing,Member,one-day deliver,13,8549,658
586,51418,2271047357,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,697,30
587,51560,1157015404,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,1000,59
588,51640,1807038936,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,13595,800
589,51684,1226654129,11/29/2013,Shirt,Male,Web,clothing,Member,one-day deliver,13,7490,576
590,51715,2200494837,11/29/2013,Shirt,Male,Web,clothing,Member,one-day deliver,13,899,69
591,51745,1480223645,11/29/2013,Shirt,Male,Web,clothing,Member,Normal Delivery,18,4600,256
592,51772,2133986982,11/29/2013,Shirt,Male,Web,clothing,Member,one-day deliver,18,474,26
593,51944,1201844412,11/29/2013,Jean,Female,Web,clothing,Member,one-day deliver,18,500,28
594,51952,2014089093,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0
595,52002,1317209474,11/29/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,5044,388
596,52150,2302100831,11/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,4291,215
597,52194,1497121840,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,8500,708
598,52273,1305778284,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,10000,833
599,52288,2215335027,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,7780,354
600,52379,1876166306,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,6950,434
601,52411,1947995531,11/30/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,0,0
602,52455,1693332888,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,525,29
603,52499,2281403731,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,1581,113
604,52537,1771421655,11/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,1147,72
605,52549,1856616542,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,8000,444
606,52599,1524388679,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,4900,233
607,52648,1546738321,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,500,26
608,52675,1789534949,11/30/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,0,0
609,52749,2237127655,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,200,13
610,52764,2199809555,11/30/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,14,1499,107
611,52865,1579400888,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,796,47
612,52932,2109006212,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,1000,56
613,52962,1827971920,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,6795,485
614,53018,1663498469,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,13928,633
615,53057,1588787395,11/30/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,7995,381
616,53205,1570409905,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,4995,278
617,53214,1971782687,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,9642,536
618,53340,1202177268,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,10990,733
619,53347,1450520107,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,0,0
620,53351,2245309502,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,1047,65
621,53359,1813585627,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,785,34
622,53365,1198383636,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,674,42
623,53367,2211931104,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,600,27
624,53394,1925797593,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,7603,585
625,53415,1383081817,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,8104,450
626,53424,1673529184,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,3590,299
627,53440,1988859094,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,16915,1208
628,53468,1225208030,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,11766,735
629,53470,1522449646,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,2158,135
630,53486,1640295571,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,1493,68
631,53496,1661600508,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,1890,105
632,53596,1287209229,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,505,32
633,53740,1787055296,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,2824,188
634,53762,1860177503,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0
635,53783,2065962343,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,3999,200
636,53798,2234265026,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,8200,390
637,53807,2174556985,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,7795,339
638,53870,1376176679,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,2195,122
639,53881,1879002595,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,29999,2500
640,53939,1265141918,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,300,19
641,53981,1713647970,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,0,0
642,53983,1762733891,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,200,10
643,54008,2053046184,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,2285,134
644,54055,1905223156,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,23,8050,350
645,54079,1238765243,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,21,0,0
646,54115,1709884356,12/1/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,5158,234
647,54126,2273164236,12/1/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,19,1800,95
648,54166,2025883512,12/1/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,11850,515
649,54251,1373575006,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,6541,344
650,54276,1183074375,12/2/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,2015,119
651,54302,1227593002,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,359,28
652,54411,1374602063,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,9769,444
653,54500,1748510006,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,1965,85
654,54606,1224104377,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,9694,539
655,54717,1804934772,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,400,21
656,54760,1672846826,12/2/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,14,3224,230
657,54792,1242653721,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,3894,278
658,54801,2255825535,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,10842,678
659,54838,1632313499,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,4600,288
660,54891,2164428677,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,5990,315
661,54916,2089036204,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,14171,746
662,55190,1156796215,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,29675,1855
663,55238,2059887732,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,7900,359
664,55286,2145565156,12/2/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,18,899,50
665,55296,2047098249,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,2750,120
666,55310,1931502300,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,4040,337
667,55322,1979631365,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,1299,81
668,55331,1824472974,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,100,6
669,55525,2196640478,12/2/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,1595,84
670,55654,1912934080,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,7835,461
671,55680,2037891014,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,34125,1796
672,55694,1956279711,12/3/2013,Jeans,Female,Web,Clothing,Guest,one-day deliver,17,2250,132
673,55746,1954716253,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,7175,312
674,55763,2260254018,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,7145,325
675,55790,1754962742,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,999,50
676,55898,1727055184,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,3455,192
677,56064,1264921660,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0
678,56126,2094585800,12/3/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,515,27
679,56133,1536800611,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,20000,1429
680,56149,1446641843,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0
681,56195,2243478171,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,1437,85
682,56314,2162594169,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,6274,392
683,56341,1833654289,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0
684,56379,2040141196,12/3/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,18,1450,81
685,56465,1946636832,12/3/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,21,1200,57
686,56505,1461229508,12/3/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,6999,318
687,56586,1665849596,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,1500,88
688,56616,1175440274,12/4/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,17,9900,582
689,56626,2108393534,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,101,5
690,56628,1374049675,12/4/2013,Jean,Female,Web,Clothing,Member,one-day deliver,23,2200,96
691,56639,1674846851,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,43999,2750
692,56673,2186202194,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,4499,250
693,56715,1357494965,12/4/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,18,3060,170
694,56745,1748401341,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,15300,729
695,57031,1434069525,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,25295,1150
696,57096,1777636653,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,575,32
697,57162,2134519637,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,0,0
698,57328,2140033357,12/4/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,57282,2864
699,57434,1854430688,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,4500,196
700,57456,1358262329,12/4/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,7893,439
701,57537,1753974491,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,2000,100
702,57671,1576658713,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,688,31
703,57732,2033935726,12/5/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,15,3199,213
704,57748,1488399205,12/5/2013,Jean,Female,Web,Clothing,Member,Normal Delivery,13,2061,159
705,57845,1588610972,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,3990,285
706,57943,1553131699,12/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,13451,611
707,58029,2051180833,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,1680,99
708,58103,1510158372,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,26994,1227
709,58108,1175140298,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,1499,125
710,58110,2225596941,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,995,55
711,58128,2162898271,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,2794,147
712,58203,1188302116,12/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,4750,250
713,58215,1742330950,12/5/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,1039,65
714,58233,1198359126,12/5/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,21,2500,119
715,58250,1289377805,12/5/2013,Shirt,Male,Web,Clothing,Member,Normal Delivery,23,999,43
716,58284,1692466224,12/5/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,3285,183
717,58376,2204041300,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0
718,58380,1515191604,12/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,13,0,0
719,58572,1905291186,12/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,21,999,48
720,58638,1625589697,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,0,0
721,58703,2258681575,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0
722,58769,2273938548,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,6959,535
723,58777,2272498257,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0
724,58823,1304674467,12/6/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,6569,328
725,58896,1328435574,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,8128,428
726,58909,1298449959,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,0,0
727,58952,2091880895,12/6/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,22,6552,298
728,59038,1562176883,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,1599,107
729,59065,1387640932,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,4350,256
730,59094,1184156897,12/6/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,499,23
731,59119,1884147764,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,3999,286
732,59122,2288675938,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,7800,557
733,59131,1450749084,12/6/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,0,0
734,59254,1875180255,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,199,10
735,59261,1732669381,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,50,3
736,59270,1649624511,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,19,2000,105
737,59301,1672233026,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,0,0
738,59309,2188582965,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,505,23
739,59334,1389731609,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,17,8715,513
740,59564,1192097186,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,1175,59
741,59698,1199499636,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,0,0
742,59700,2213929740,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,12,500,42
743,59708,1826988686,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,5600,329
744,59751,1278601429,12/7/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,399,22
745,59846,2067800721,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,515,23
746,59918,1847389237,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,1950,89
747,60034,1239461229,12/7/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,7025,335
748,60068,2075577472,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,850,39
749,60127,1876503550,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,7086,322
750,60148,2030903926,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,15,6647,443
751,60209,1972940052,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,0,0
752,60282,2021611814,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,18,3812,212
753,60340,1231419848,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,748,42
754,60381,2147770285,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,12257,766
755,60393,1858339796,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,23,10286,447
756,60454,1557912248,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,3132,157
757,60503,1580342266,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,20,1698,85
758,60510,1290672257,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,4695,204
759,60549,1961061953,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,750,54
760,60553,1463900515,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,299,14
761,60689,2058613987,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,1073,60
762,60695,1755866294,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,0,0
763,60737,1169412286,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,1680,76
764,60738,1719615483,12/8/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,4975,226
765,60866,1869289283,12/8/2013,Jean,Female,Web,Clothing,Member,one-day deliver,14,2000,143
766,61002,1926907243,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,23165,1103
767,61055,1632197339,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,3266,181
768,61076,2165079764,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,1700,121
769,61087,2196265158,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,10468,476
770,61096,1425927633,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,1000,50
771,61141,2164779080,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,2000,87
772,61206,2248231270,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,2800,233
773,61237,1491180996,12/9/2013,Jeans,Female,Web,Clothing,Member,one-day deliver,22,2499,114
774,61343,1911895685,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,3455,157
775,61356,1829206092,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,520,29
776,61362,2110855879,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,1200,71
777,61405,2190143271,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,3139,136
778,61496,2254414823,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,1000,45
779,61539,2151529278,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,4504,250
780,61546,2102358076,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,1010,84
781,61571,2059508771,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,999,45
782,61596,1318397295,12/9/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,17,20000,1176
783,61632,2155040798,12/9/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,3167,198
784,61802,1995378847,12/9/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0
785,62024,1290870904,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,14,99,7
786,62050,1855956198,12/10/2013,Shirt,Male,Web,Clothing,Guest,one-day deliver,20,3700,185
787,62130,1428333639,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,16,0,0
788,62204,1245877226,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,5986,272
789,62258,1664531159,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,5000,278
790,62275,1300003074,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,3900,170
791,62489,1175252392,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,400,18
792,62534,1897906505,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,7800,650
793,62586,2135561738,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,480,25
794,62610,1780218748,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,669,56
795,62650,1435391455,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,325,18
796,62720,1330512728,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,5443,247
797,62730,1645637697,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,5394,245
798,62738,1157074726,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,5198,236
799,62772,2067879479,12/10/2013,Jean,Female,Web,Clothing,Member,one-day deliver,22,2177,99
800,62817,2178015831,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,6381,319
801,62833,2072760532,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,17,2995,176
802,62847,2171510863,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,1343,75
803,62870,1272856541,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,12158,553
804,62904,1580358112,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,1595,73
805,62967,1475181799,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,750,58
806,62976,1183196590,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,2895,223
807,62998,2269686969,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,1500,83
808,63022,1219563397,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,13,1600,123
809,63029,1573774277,12/10/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,19,2223,117
810,63132,1858581434,12/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,15,295,20
811,63222,1503948402,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,100,5
812,63226,2247283848,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,2139,178
813,63492,2209999226,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,12,4130,344
814,63515,1531079373,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,599,33
815,63531,2133285811,12/11/2013,Jean,Female,Web,Clothing,Member,one-day deliver,16,1108,69
816,63540,1201522137,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,18,2910,162
817,63552,2197688291,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,23,300,13
818,63646,2159007016,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,21,32999,1571
819,63704,1192757895,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,22,1149,52
820,63973,1313758361,12/11/2013,Shirt,Male,Web,Clothing,Member,one-day deliver,20,900,45
